Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Recommendation_Frequency_Score,Recommendation_Helpfulness,Rating_Accuracy,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction,Purchase_Categories_List
2023-06-04 22:24:47,64,Male,Less than once a month,Clothing and Fashion;others,Yes,Few times a month,Other,First page,2,Maybe,Never,High shipping costs,Often,No,Moderately,Sometimes,4,Yes,3,4,Product recommendations,Not specified,390010,"['Clothing and Fashion', 'Other']"
2023-06-12 14:51:24,58,Prefer not to say,Multiple times a week,Home and Kitchen,No,Rarely,Other,First page,1,Maybe,Rarely,Found a better price elsewhere,Never,No,Never,Sometimes,1,No,5,5,Product recommendations,I don't have any problem with Amazon,659560,['Home and Kitchen']
2023-06-06 19:19:43,11,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Rarely,Keyword Search,Multiple pages,5,Yes,Often,Other,Often,Yes,Occasionally,No,5,Sometimes,1,3,Quick delivery,User interface,143037,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-11 22:51:27,51,Female,Few times a month,Beauty and Personal Care;Home and Kitchen;others,Sometimes,Rarely,Keyword Search,Multiple pages,1,Maybe,Always,Changed my mind or no longer need the item,Sometimes,Yes,Never,No,4,Sometimes,4,2,Competitive prices,Product quality and accuracy,313225,"['Beauty and Personal Care', 'Home and Kitchen', 'Other']"
2023-06-09 10:26:01,59,Female,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a month,Filter,Multiple pages,5,No,Rarely,Changed my mind or no longer need the item,Rarely,Yes,Never,Yes,2,No,1,5,User-friendly website/app interface,better app interface and lower shipping charges,763226,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen', 'Other']"
2023-06-08 03:32:42,49,Female,Once a month,Clothing and Fashion,No,Multiple times a day,Filter,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Rarely,No,Moderately,Sometimes,5,No,1,1,Customer service,No problems with Amazon,969606,['Clothing and Fashion']
2023-06-06 10:46:31,43,Other,Few times a month,Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Few times a week,Category Browsing,Multiple pages,1,Maybe,Never,Found a better price elsewhere,Rarely,Yes,Never,No,3,Sometimes,1,1,Customer service,I don't have any problem with Amazon,263717,"['Beauty and Personal Care', 'Clothing and Fashion', 'Other']"
2023-06-05 20:44:09,9,Male,Once a week,Beauty and Personal Care;others,No,Multiple times a day,Filter,Multiple pages,2,Maybe,Sometimes,Found a better price elsewhere,Never,No,Never,Yes,4,Sometimes,5,5,All the above,Product quality and accuracy,989561,"['Beauty and Personal Care', 'Other']"
2023-06-06 18:37:26,7,Prefer not to say,Multiple times a week,Clothing and Fashion,Yes,Rarely,Filter,Multiple pages,4,Maybe,Rarely,High shipping costs,Never,Yes,Rarely,No,3,Yes,2,5,Wide product selection,Quality of product is very poor according to the big offers,446526,['Clothing and Fashion']
2023-06-09 14:49:20,65,Other,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,Keyword Search,First page,4,Yes,Rarely,High shipping costs,Sometimes,Yes,Heavily,Yes,5,Sometimes,3,4,All the above,Scrolling option would be much better than going to next page,268699,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'Other']"
2023-06-08 17:34:27,63,Male,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a month,Keyword Search,Multiple pages,4,Yes,Never,Found a better price elsewhere,Rarely,Yes,Heavily,Yes,4,Yes,5,2,User-friendly website/app interface,Shipping speed and reliability,690024,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen', 'Other']"
2023-06-07 18:20:00,6,Female,Multiple times a week,Groceries and Gourmet Food;Home and Kitchen;others,Yes,Multiple times a day,Category Browsing,First page,5,Maybe,Often,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Sometimes,3,No,5,2,Quick delivery,User interface of app,317698,"['Groceries and Gourmet Food', 'Home and Kitchen', 'Other']"
2023-06-07 09:19:23,11,Male,Once a month,Beauty and Personal Care;Clothing and Fashion;others,Yes,Rarely,Filter,First page,3,Yes,Sometimes,High shipping costs,Never,Yes,Rarely,Yes,1,No,3,1,Customer service,Reducing packaging waste,583111,"['Beauty and Personal Care', 'Clothing and Fashion', 'Other']"
2023-06-08 17:38:01,11,Other,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;others,Yes,Rarely,Filter,Multiple pages,4,Maybe,Never,Other,Never,Yes,Never,No,3,Sometimes,3,2,Wide product selection,No problems with Amazon,251069,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Other']"
2023-06-07 21:53:52,23,Prefer not to say,Few times a month,Beauty and Personal Care;others,Sometimes,Few times a week,Not specified,First page,2,Yes,Always,Other,Sometimes,No,Never,No,1,Sometimes,5,3,Wide product selection,Reducing packaging waste,362972,"['Beauty and Personal Care', 'Other']"
2023-06-04 23:24:41,62,Prefer not to say,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,Keyword Search,Multiple pages,5,Yes,Never,Other,Rarely,Yes,Occasionally,No,4,Yes,3,4,Competitive prices,Customer service responsiveness,894541,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-09 12:22:47,62,Other,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,No,Rarely,Keyword Search,Multiple pages,4,No,Rarely,Found a better price elsewhere,Sometimes,Yes,Heavily,No,5,No,1,2,Not specified,Add more familiar brands to the list,368853,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Home and Kitchen']"
2023-06-09 16:28:58,16,Male,Less than once a month,others,No,Multiple times a day,Other,Multiple pages,1,Maybe,Always,Found a better price elsewhere,Sometimes,No,Occasionally,No,2,No,1,3,Product recommendations,User interface of app,435727,['Other']
2023-06-08 17:39:57,22,Other,Once a month,Groceries and Gourmet Food;Clothing and Fashion,Yes,Few times a week,Category Browsing,Multiple pages,4,No,Always,High shipping costs,Always,Yes,Occasionally,Yes,4,No,4,1,Customer service,Reducing packaging waste,304520,"['Groceries and Gourmet Food', 'Clothing and Fashion']"
2023-06-05 14:21:37,18,Other,Once a week,others,Yes,Multiple times a day,Keyword Search,First page,1,No,Sometimes,Found a better price elsewhere,Always,No,Never,No,4,Sometimes,4,2,Product recommendations,I don't have any problem with Amazon,873144,['Other']
2023-06-04 22:37:00,27,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,No,Few times a month,Filter,First page,2,No,Often,Other,Always,Yes,Rarely,Yes,5,No,3,2,Wide product selection,Add more familiar brands to the list,265678,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Other']"
2023-06-08 18:00:50,8,Other,Once a month,Clothing and Fashion,Sometimes,Rarely,Not specified,First page,4,Yes,Sometimes,High shipping costs,Always,No,Heavily,No,4,Sometimes,2,1,Competitive prices,I don't have any problem with Amazon,310622,['Clothing and Fashion']
2023-06-09 14:51:07,48,Male,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Rarely,Category Browsing,First page,2,Yes,Often,High shipping costs,Often,No,Rarely,No,4,Sometimes,2,4,Customer service,Irrelevant product suggestions,746082,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion']"
2023-06-11 22:48:27,41,Prefer not to say,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Yes,Few times a month,Not specified,First page,1,No,Sometimes,Found a better price elsewhere,Never,Yes,Occasionally,No,1,No,2,1,Not specified,User interface of app,316091,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Home and Kitchen']"
2023-06-07 14:09:49,37,Other,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Rarely,Keyword Search,First page,5,Maybe,Rarely,Other,Never,Yes,Never,No,2,Sometimes,5,1,Wide product selection,I don't have any problem with Amazon,754537,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'Other']"
2023-06-11 23:21:30,65,Male,Less than once a month,Groceries and Gourmet Food;Home and Kitchen;others,Yes,Few times a month,Filter,Multiple pages,1,Maybe,Sometimes,Other,Often,No,Rarely,No,3,Sometimes,2,3,Quick delivery,Add more familiar brands to the list,984441,"['Groceries and Gourmet Food', 'Home and Kitchen', 'Other']"
2023-06-09 10:26:26,24,Female,Once a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Few times a week,Category Browsing,Multiple pages,5,Maybe,Sometimes,High shipping costs,Never,Yes,Occasionally,No,4,Sometimes,4,3,Customer service,No problems with Amazon,448992,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen', 'Other']"
2023-06-08 17:40:49,55,Other,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;others,No,Few times a week,Other,First page,4,Yes,Sometimes,High shipping costs,Rarely,Yes,Occasionally,No,3,No,5,1,Customer service,Customer service responsiveness,387531,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Other']"
2023-06-11 22:54:33,10,Female,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Multiple times a day,Filter,First page,2,Maybe,Often,Found a better price elsewhere,Often,No,Heavily,Yes,1,No,3,5,Wide product selection,Irrelevant product suggestions,136586,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'Other']"
2023-06-07 22:44:42,66,Other,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,Keyword Search,First page,4,Yes,Sometimes,Other,Rarely,Yes,Occasionally,Yes,2,Sometimes,2,5,Wide product selection,Scrolling option would be much better than going to next page,916111,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-07 21:22:24,36,Other,Multiple times a week,Clothing and Fashion;others,No,Few times a week,Category Browsing,First page,1,No,Rarely,Other,Rarely,No,Occasionally,Yes,3,No,3,3,Product recommendations,Shipping speed and reliability,978909,"['Clothing and Fashion', 'Other']"
2023-06-07 11:47:07,26,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Few times a month,Other,Multiple pages,5,Maybe,Always,Other,Often,Yes,Rarely,No,1,Sometimes,3,4,Product recommendations,User interface,910488,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'Other']"
2023-06-05 16:50:44,26,Female,Once a week,Groceries and Gourmet Food;Clothing and Fashion;others,Yes,Multiple times a day,Category Browsing,First page,1,No,Often,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Yes,2,No,1,2,Customer service,Scrolling option would be much better than going to next page,791591,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Other']"
2023-06-05 20:52:01,67,Female,Once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Multiple times a day,Other,Multiple pages,2,No,Often,Found a better price elsewhere,Often,Yes,Moderately,Sometimes,1,Yes,2,5,Competitive prices,Quality of product is very poor according to the big offers,846747,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen', 'Other']"
2023-06-09 10:59:38,21,Other,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Multiple times a day,Other,Multiple pages,4,Yes,Rarely,Found a better price elsewhere,Sometimes,Yes,Rarely,Sometimes,5,Yes,1,4,Customer service,User interface,878705,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-11 23:04:55,60,Female,Less than once a month,Clothing and Fashion;others,No,Multiple times a day,Filter,First page,5,Yes,Sometimes,Found a better price elsewhere,Sometimes,Yes,Heavily,Yes,1,Yes,4,5,All the above,Nothing,867846,"['Clothing and Fashion', 'Other']"
2023-06-05 10:36:38,61,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Few times a month,Not specified,Multiple pages,1,No,Always,High shipping costs,Sometimes,Yes,Rarely,Yes,4,No,2,3,Customer service,No problems with Amazon,203149,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion']"
2023-06-08 17:29:01,38,Female,Once a week,Beauty and Personal Care;others,No,Multiple times a day,Other,Multiple pages,3,Yes,Often,High shipping costs,Often,No,Occasionally,No,3,Yes,2,2,Customer service,Shipping speed and reliability,252447,"['Beauty and Personal Care', 'Other']"
2023-06-08 09:16:26,62,Prefer not to say,Less than once a month,Beauty and Personal Care;Home and Kitchen,Sometimes,Multiple times a day,Not specified,First page,5,Yes,Often,Found a better price elsewhere,Often,Yes,Occasionally,Yes,5,Yes,3,3,Product recommendations,I have no problem with Amazon yet. But others tell me about the refund issues,609886,"['Beauty and Personal Care', 'Home and Kitchen']"
2023-06-07 03:08:03,65,Other,Few times a month,others,No,Few times a week,Not specified,First page,4,Yes,Never,High shipping costs,Never,Yes,Rarely,Yes,2,Sometimes,2,2,Product recommendations,Nil,998128,['Other']
2023-06-08 17:45:08,55,Male,Few times a month,Groceries and Gourmet Food,Yes,Few times a week,Other,First page,1,No,Often,Changed my mind or no longer need the item,Sometimes,Yes,Never,Sometimes,1,No,4,2,All the above,Customer service responsiveness,812159,['Groceries and Gourmet Food']
2023-06-09 15:17:31,27,Male,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,Keyword Search,First page,2,Yes,Rarely,High shipping costs,Often,No,Rarely,No,1,Sometimes,5,4,Wide product selection,Add more familiar brands to the list,306127,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-05 21:56:08,67,Female,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,No,Rarely,Not specified,First page,2,Yes,Sometimes,Other,Always,Yes,Rarely,Yes,4,Sometimes,1,5,Customer service,Nil,180336,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Other']"
2023-06-07 09:20:34,47,Prefer not to say,Once a week,Groceries and Gourmet Food;Beauty and Personal Care,Sometimes,Rarely,Keyword Search,Multiple pages,4,Yes,Always,High shipping costs,Never,No,Never,Yes,1,Yes,3,5,Quick delivery,Irrelevant product suggestions,528616,"['Groceries and Gourmet Food', 'Beauty and Personal Care']"
2023-06-06 09:59:35,31,Other,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;others,Sometimes,Rarely,Filter,First page,1,Yes,Always,Changed my mind or no longer need the item,Never,Yes,Heavily,No,2,No,2,1,Customer service,I don't have any problem with Amazon,720515,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Other']"
2023-06-08 03:26:38,61,Female,Few times a month,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Few times a month,Other,Multiple pages,4,Maybe,Often,Other,Never,No,Occasionally,Sometimes,1,No,2,3,Quick delivery,User interface of app,449446,"['Groceries and Gourmet Food', 'Home and Kitchen']"
2023-06-09 09:39:04,35,Female,Less than once a month,Groceries and Gourmet Food;Home and Kitchen;others,Sometimes,Multiple times a day,Category Browsing,First page,4,Maybe,Sometimes,High shipping costs,Sometimes,Yes,Heavily,Sometimes,2,No,5,3,Not specified,UI,694722,"['Groceries and Gourmet Food', 'Home and Kitchen', 'Other']"
2023-06-08 20:26:58,3,Other,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Few times a week,Other,Multiple pages,3,Yes,Always,High shipping costs,Never,Yes,Occasionally,Sometimes,1,No,1,1,Not specified,Product quality and accuracy,912256,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-09 14:39:16,35,Female,Few times a month,Clothing and Fashion;others,No,Multiple times a day,Keyword Search,Multiple pages,3,Maybe,Often,Found a better price elsewhere,Always,Yes,Rarely,Yes,1,Sometimes,4,3,Product recommendations,Irrelevant product suggestions,497133,"['Clothing and Fashion', 'Other']"
2023-06-05 22:06:15,15,Prefer not to say,Multiple times a week,Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a month,Other,First page,1,No,Often,High shipping costs,Sometimes,Yes,Rarely,Sometimes,4,No,4,2,All the above,Reducing packaging waste,277458,"['Clothing and Fashion', 'Home and Kitchen', 'Other']"
2023-06-08 17:58:03,21,Female,Once a week,others,Sometimes,Multiple times a day,Keyword Search,Multiple pages,1,Maybe,Rarely,High shipping costs,Sometimes,Yes,Occasionally,No,2,Yes,5,5,Wide product selection,Add more familiar brands to the list,904049,['Other']
2023-06-04 20:00:11,19,Other,Once a week,Groceries and Gourmet Food;Clothing and Fashion,Yes,Multiple times a day,Keyword Search,Multiple pages,1,No,Never,Changed my mind or no longer need the item,Always,Yes,Moderately,Yes,5,No,4,1,Wide product selection,User interface of app,329305,"['Groceries and Gourmet Food', 'Clothing and Fashion']"
2023-06-08 17:54:49,35,Other,Multiple times a week,Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a month,Not specified,First page,5,No,Always,High shipping costs,Always,No,Rarely,Yes,2,Sometimes,2,1,Wide product selection,Quality of product is very poor according to the big offers,358654,"['Beauty and Personal Care', 'Home and Kitchen']"
2023-06-08 17:59:20,41,Female,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Rarely,Category Browsing,Multiple pages,4,No,Always,Other,Always,No,Rarely,Yes,5,No,3,1,All the above,better app interface and lower shipping charges,427607,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion']"
2023-06-08 17:19:41,55,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Multiple times a day,Other,Multiple pages,2,Maybe,Sometimes,Found a better price elsewhere,Never,No,Occasionally,Sometimes,1,Yes,2,3,Customer service,I have no problem with Amazon yet. But others tell me about the refund issues,541800,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-07 12:13:39,26,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,Keyword Search,Multiple pages,5,Maybe,Rarely,Changed my mind or no longer need the item,Never,No,Heavily,Sometimes,1,Sometimes,5,1,Product recommendations,User interface of app,541700,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'Other']"
2023-06-11 22:59:30,37,Prefer not to say,Once a week,Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,Other,Multiple pages,4,Yes,Never,High shipping costs,Always,No,Never,No,2,Sometimes,5,5,User-friendly website/app interface,Customer service responsiveness,486700,"['Clothing and Fashion', 'Home and Kitchen', 'Other']"
2023-06-04 21:48:15,61,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;others,Sometimes,Multiple times a day,Not specified,Multiple pages,1,Maybe,Always,Other,Always,Yes,Rarely,No,5,Sometimes,1,2,Product recommendations,Shipping speed and reliability,457641,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Other']"
2023-06-05 20:46:09,14,Male,Once a month,others,Sometimes,Rarely,Keyword Search,Multiple pages,1,Maybe,Often,Changed my mind or no longer need the item,Often,Yes,Moderately,Yes,4,Yes,5,3,Customer service,better app interface and lower shipping charges,813681,['Other']
2023-06-09 15:22:15,40,Female,Multiple times a week,Home and Kitchen;others,Sometimes,Rarely,Other,Multiple pages,2,Maybe,Rarely,Other,Never,No,Never,Sometimes,1,No,1,2,All the above,Product quality and accuracy,432836,"['Home and Kitchen', 'Other']"
2023-06-07 11:54:03,63,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Few times a week,Other,First page,3,No,Always,Changed my mind or no longer need the item,Rarely,Yes,Occasionally,Sometimes,2,Yes,1,4,Product recommendations,User interface,405098,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-12 15:40:25,42,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,Not specified,Multiple pages,4,Yes,Rarely,Other,Sometimes,No,Never,Sometimes,1,Yes,5,1,Customer service,Shipping speed and reliability,572632,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-04 17:04:56,66,Prefer not to say,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Rarely,Other,Multiple pages,5,Maybe,Always,High shipping costs,Often,Yes,Rarely,Yes,2,Sometimes,5,5,Not specified,Scrolling option would be much better than going to next page,766064,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-11 23:20:57,18,Female,Less than once a month,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Multiple times a day,Category Browsing,Multiple pages,1,Maybe,Often,High shipping costs,Rarely,No,Occasionally,No,3,No,2,3,Product recommendations,UI,667760,"['Groceries and Gourmet Food', 'Home and Kitchen']"
2023-06-07 18:28:35,13,Other,Once a week,Groceries and Gourmet Food;Clothing and Fashion;others,Yes,Rarely,Other,First page,5,Yes,Always,Found a better price elsewhere,Sometimes,No,Heavily,Yes,1,No,1,4,Customer service,Not specified,121243,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Other']"
2023-06-11 23:15:03,13,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;others,No,Few times a week,Other,First page,4,Yes,Always,Other,Often,No,Occasionally,Sometimes,1,No,2,2,Product recommendations,Irrelevant product suggestions,837663,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Other']"
2023-06-07 10:57:14,56,Prefer not to say,Once a month,Clothing and Fashion,No,Few times a month,Filter,First page,4,Yes,Always,High shipping costs,Sometimes,No,Never,No,3,No,2,2,Quick delivery,I have no problem with Amazon yet. But others tell me about the refund issues,659167,['Clothing and Fashion']
2023-06-11 23:16:18,25,Male,Multiple times a week,Clothing and Fashion;Home and Kitchen;others,Yes,Few times a month,Category Browsing,Multiple pages,1,Maybe,Always,Changed my mind or no longer need the item,Never,Yes,Heavily,Yes,2,No,3,4,Wide product selection,User interface,760655,"['Clothing and Fashion', 'Home and Kitchen', 'Other']"
2023-06-04 23:24:41,63,Male,Once a week,Home and Kitchen,Yes,Multiple times a day,Other,Multiple pages,4,Yes,Rarely,High shipping costs,Often,Yes,Rarely,Sometimes,2,Yes,2,1,Wide product selection,Nil,671008,['Home and Kitchen']
2023-06-12 15:35:24,61,Prefer not to say,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,Filter,First page,4,No,Often,Other,Never,Yes,Never,No,3,Yes,4,5,Competitive prices,I don't have any problem with Amazon,354183,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-11 23:05:38,47,Prefer not to say,Once a week,Groceries and Gourmet Food;Beauty and Personal Care,Sometimes,Multiple times a day,Other,Multiple pages,3,Maybe,Always,Changed my mind or no longer need the item,Rarely,No,Occasionally,Yes,3,No,3,2,Competitive prices,Product quality and accuracy,498801,"['Groceries and Gourmet Food', 'Beauty and Personal Care']"
2023-06-05 14:16:16,63,Male,Once a month,others,No,Multiple times a day,Other,First page,3,No,Never,High shipping costs,Never,Yes,Heavily,Yes,2,Yes,4,5,Quick delivery,better app interface and lower shipping charges,767147,['Other']
2023-06-09 08:10:05,46,Male,Once a week,Groceries and Gourmet Food,Yes,Few times a week,Filter,Multiple pages,2,No,Never,Found a better price elsewhere,Sometimes,Yes,Rarely,Yes,4,Yes,5,1,User-friendly website/app interface,Quality of product is very poor according to the big offers,538014,['Groceries and Gourmet Food']
2023-06-08 22:21:20,17,Other,Once a week,Groceries and Gourmet Food;Clothing and Fashion,No,Few times a month,Category Browsing,Multiple pages,1,No,Rarely,Other,Often,Yes,Rarely,Sometimes,2,Yes,1,2,All the above,Scrolling option would be much better than going to next page,971732,"['Groceries and Gourmet Food', 'Clothing and Fashion']"
2023-06-08 21:40:50,21,Prefer not to say,Once a week,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Rarely,Other,First page,5,No,Never,Changed my mind or no longer need the item,Always,No,Occasionally,Sometimes,4,Yes,3,4,Competitive prices,Not specified,852003,"['Groceries and Gourmet Food', 'Home and Kitchen']"
2023-06-09 15:17:31,16,Male,Once a week,Beauty and Personal Care;Home and Kitchen;others,Sometimes,Multiple times a day,Category Browsing,Multiple pages,1,Yes,Never,Found a better price elsewhere,Often,No,Heavily,Sometimes,1,No,5,1,Product recommendations,Shipping speed and reliability,737814,"['Beauty and Personal Care', 'Home and Kitchen', 'Other']"
2023-06-08 17:25:40,45,Prefer not to say,Multiple times a week,Beauty and Personal Care;Home and Kitchen;others,No,Multiple times a day,Filter,First page,2,Yes,Rarely,Other,Never,Yes,Rarely,No,2,Sometimes,4,2,Competitive prices,Not specified,244357,"['Beauty and Personal Care', 'Home and Kitchen', 'Other']"
2023-06-04 20:54:36,60,Prefer not to say,Once a week,Clothing and Fashion,No,Rarely,Not specified,Multiple pages,5,Yes,Rarely,Found a better price elsewhere,Sometimes,No,Occasionally,No,1,Yes,1,5,Wide product selection,Add more familiar brands to the list,352768,['Clothing and Fashion']
2023-06-11 22:44:46,54,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,Keyword Search,Multiple pages,3,Maybe,Never,Other,Never,Yes,Rarely,No,2,Yes,1,2,Customer service,Not specified,946399,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'Other']"
2023-06-11 23:19:45,38,Other,Multiple times a week,Beauty and Personal Care;others,Yes,Few times a week,Not specified,First page,1,Yes,Often,High shipping costs,Never,Yes,Moderately,Yes,5,No,4,4,Customer service,Nothing,670033,"['Beauty and Personal Care', 'Other']"
2023-06-05 14:17:45,54,Other,Once a week,Beauty and Personal Care;others,Sometimes,Rarely,Filter,Multiple pages,4,No,Sometimes,Found a better price elsewhere,Never,Yes,Heavily,Yes,2,Yes,4,4,Quick delivery,I have no problem with Amazon yet. But others tell me about the refund issues,365930,"['Beauty and Personal Care', 'Other']"
2023-06-08 17:42:23,58,Prefer not to say,Once a week,Groceries and Gourmet Food;Home and Kitchen;others,Yes,Few times a month,Keyword Search,First page,1,Yes,Always,Found a better price elsewhere,Always,Yes,Never,Sometimes,2,No,1,2,Quick delivery,better app interface and lower shipping charges,823667,"['Groceries and Gourmet Food', 'Home and Kitchen', 'Other']"
2023-06-09 16:29:23,3,Female,Once a month,Groceries and Gourmet Food;Clothing and Fashion;others,Yes,Rarely,Category Browsing,First page,3,No,Always,Changed my mind or no longer need the item,Often,No,Never,No,3,Yes,1,3,Customer service,Scrolling option would be much better than going to next page,876223,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Other']"
